,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
981,Borja García,es ESP,"MF,FW",Girona,es La Liga,31,1990,11,10,679,7.5,0.13,0.00,0.13,0.13,0,0,1,0
982,Carlos García,es ESP,DF,Cádiz,es La Liga,22,2000,1,0,25,0.3,0.00,3.60,3.60,0.00,0,0,0,0
983,Dani García,es ESP,MF,Athletic Club,es La Liga,32,1990,25,18,"1,485",16.5,0.00,0.12,0.12,0.00,0,0,6,0
984,David García,es ESP,DF,Osasuna,es La Liga,28,1994,32,31,"2,680",29.8,0.07,0.00,0.07,0.07,0,0,8,1
985,Eric García,es ESP,"DF,MF",Barcelona,es La Liga,21,2001,24,15,"1,417",15.7,0.06,0.00,0.06,0.06,0,0,3,0
986,Fran Garcia,es ESP,DF,Rayo Vallecano,es La Liga,22,1999,38,38,"3,407",37.9,0.05,0.08,0.13,0.05,0,0,1,0
987,Joan García,es ESP,GK,Espanyol,es La Liga,21,2001,1,1,90,1.0,0.00,0.00,0.00,0.00,0,0,0,0
988,Raúl García,es ESP,"FW,MF",Athletic Club,es La Liga,36,1986,35,6,967,10.7,0.19,0.28,0.47,0.19,0,0,4,0
989,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,29,1993,29,11,"1,159",12.9,0.16,0.16,0.31,0.16,0,0,2,0
990,Unai García,es ESP,DF,Osasuna,es La Liga,30,1992,21,20,"1,713",19.0,0.00,0.05,0.05,0.00,0,0,6,1
991,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,eng Premier League,18,2004,19,5,569,6.3,0.47,0.32,0.79,0.47,0,0,3,0
992,James Garner,eng ENG,"MF,DF",Everton,eng Premier League,21,2001,16,7,804,8.9,0.00,0.11,0.11,0.00,0,0,3,0
993,Felix Garreta,es ESP,DF,Betis,es La Liga,18,2004,1,1,90,1.0,0.00,0.00,0.00,0.00,0,0,0,0
994,Aleix Garrido,es ESP,FW,Barcelona,es La Liga,18,2004,1,0,7,0.1,0.00,0.00,0.00,0.00,0,0,0,0
995,Sékou Gassama,sn SEN,FW,Valladolid,es La Liga,27,1995,1,0,36,0.4,0.00,0.00,0.00,0.00,0,0,0,0
996,Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,34,1988,31,29,"2,603",28.9,0.14,0.10,0.24,0.14,0,0,7,0
997,Federico Gatti,it ITA,DF,Juventus,it Serie A,24,1998,18,16,"1,448",16.1,0.00,0.00,0.00,0.00,0,0,4,0
998,Gavi,es ESP,"MF,FW",Barcelona,es La Liga,17,2004,36,30,"2,531",28.1,0.07,0.14,0.21,0.07,0,0,10,0
999,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,30,1992,28,28,"2,520",28.0,0.00,0.00,0.00,0.00,0,0,4,0
1000,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,31,1990,38,38,"3,420",38.0,0.00,0.00,0.00,0.00,0,0,0,0
1001,Dario Gebuhr,de GER,DF,Eint Frankfurt,de Bundesliga,19,2003,1,0,21,0.2,0.00,0.00,0.00,0.00,0,0,0,0
1002,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,24,1998,27,27,"1,952",21.7,0.05,0.14,0.18,0.05,0,0,9,0
1003,Joe Gelhardt,eng ENG,FW,Leeds United,eng Premier League,20,2002,15,1,212,2.4,0.00,0.85,0.85,0.00,0,0,1,0
1004,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,22,2000,37,35,"3,101",34.5,0.00,0.06,0.06,0.00,0,0,4,0
1005,Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,23,1999,20,7,657,7.3,0.00,0.14,0.14,0.00,0,0,3,0
1006,Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,28,1994,29,22,"1,866",20.7,0.29,0.19,0.48,0.29,0,0,3,0
1007,Valère Germain,fr FRA,"FW,MF",Montpellier,fr Ligue 1,32,1990,31,5,688,7.6,0.26,0.00,0.26,0.26,0,0,1,1
1008,Gerson,br BRA,MF,Marseille,fr Ligue 1,25,1997,10,6,417,4.6,0.43,0.00,0.43,0.43,0,0,1,0
1009,Ismaël Gharbi,es ESP,"MF,FW",Paris S-G,fr Ligue 1,18,2004,6,0,58,0.6,0.00,0.00,0.00,0.00,0,0,1,0
1010,Paolo Ghiglione,it ITA,DF,Cremonese,it Serie A,25,1997,15,8,711,7.9,0.13,0.13,0.25,0.13,0,0,4,0
1011,Saman Ghoddos,ir IRN,"MF,FW",Brentford,eng Premier League,28,1993,15,0,139,1.5,0.00,0.00,0.00,0.00,0,0,0,0
1012,Faouzi Ghoulam,dz ALG,DF,Angers,fr Ligue 1,31,1991,7,6,479,5.3,0.00,0.00,0.00,0.00,0,0,0,0
1013,Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,eng Premier League,22,2000,2,2,180,2.0,0.00,0.00,0.00,0.00,0,0,1,0
1014,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,22,2000,35,34,"2,971",33.0,0.15,0.24,0.39,0.09,2,2,5,0
1015,Niko Gießelmann,de GER,DF,Union Berlin,de Bundesliga,30,1991,26,14,"1,302",14.5,0.00,0.14,0.14,0.00,0,0,4,0
1016,Samuel Gigot,fr FRA,DF,Marseille,fr Ligue 1,28,1993,26,24,"1,879",20.9,0.10,0.10,0.19,0.10,0,0,5,2
1017,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,34,1987,23,23,"2,070",23.0,0.00,0.00,0.00,0.00,0,0,3,0
1018,Bryan Gil,es ESP,"MF,FW",Tottenham,eng Premier League,21,2001,4,2,148,1.6,0.00,0.61,0.61,0.00,0,0,1,0
1019,Bryan Gil,es ESP,"FW,DF",Sevilla,es La Liga,21,2001,17,10,918,10.2,0.20,0.20,0.39,0.20,0,0,4,0
1020,David Gil,es ESP,GK,Cádiz,es La Liga,28,1994,4,4,360,4.0,0.00,0.00,0.00,0.00,0,0,0,0
1021,Óscar Gil,es ESP,DF,Espanyol,es La Liga,25,1997,33,31,"2,559",28.4,0.00,0.04,0.04,0.00,0,0,14,0
1022,Mario Gila,es ESP,DF,Lazio,it Serie A,21,2000,4,0,90,1.0,0.00,0.00,0.00,0.00,0,0,0,0
1023,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,21,2001,14,7,507,5.6,0.00,0.18,0.18,0.00,0,0,1,0
1024,Álvaro Giménez,es ESP,FW,Cádiz,es La Liga,31,1991,1,0,17,0.2,0.00,0.00,0.00,0.00,0,0,0,0
1025,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,18,2004,3,2,136,1.5,0.00,0.00,0.00,0.00,0,0,2,0
1026,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,28,1994,34,34,"3,060",34.0,0.12,0.03,0.15,0.12,0,0,3,0
1027,Andrei Girotto,br BRA,"DF,MF",Nantes,fr Ligue 1,30,1992,36,36,"3,149",35.0,0.03,0.03,0.06,0.03,0,0,7,0
1028,Olivier Giroud,fr FRA,FW,Milan,it Serie A,35,1986,33,25,"2,139",23.8,0.55,0.21,0.76,0.42,3,3,8,1
1029,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,27,1995,34,22,"1,941",21.6,0.65,0.23,0.88,0.60,1,1,0,0
1030,Degnand Gnonto,it ITA,"FW,MF",Leeds United,eng Premier League,18,2003,24,14,"1,354",15.0,0.13,0.27,0.40,0.13,0,0,7,0
1031,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,24,1998,13,10,802,8.9,0.00,0.11,0.11,0.00,0,0,2,0
1032,Pierluigi Gollini,it ITA,GK,Fiorentina,it Serie A,27,1995,3,3,270,3.0,0.00,0.00,0.00,0.00,0,0,0,0
1033,Pierluigi Gollini,it ITA,GK,Napoli,it Serie A,27,1995,4,4,360,4.0,0.00,0.00,0.00,0.00,0,0,0,0
1034,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,26,1996,34,29,"2,464",27.4,0.29,0.26,0.55,0.29,0,0,5,0
1035,André Gomes,pt POR,MF,Lille,fr Ligue 1,29,1993,26,18,"1,629",18.1,0.17,0.11,0.28,0.17,0,0,6,0
1036,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,21,2000,36,34,"2,816",31.3,0.06,0.19,0.26,0.03,1,1,8,0
1037,João Gomes,br BRA,MF,Wolves,eng Premier League,21,2001,11,7,653,7.3,0.14,0.00,0.14,0.14,0,0,5,0
1038,Toti Gomes,pt POR,DF,Wolves,eng Premier League,23,1999,17,10,984,10.9,0.09,0.00,0.09,0.09,0,0,6,0
1039,Dani Gómez,es ESP,"MF,FW",Espanyol,es La Liga,24,1998,8,0,88,1.0,0.00,0.00,0.00,0.00,0,0,2,0
1040,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,25,1997,21,15,"1,466",16.3,0.00,0.00,0.00,0.00,0,0,3,0
1041,Maxi Gómez,uy URU,FW,Valencia,es La Liga,25,1996,3,0,108,1.2,0.00,0.00,0.00,0.00,0,0,0,0
1042,Moi Gómez,es ESP,"MF,FW",Osasuna,es La Liga,28,1994,33,28,"2,453",27.3,0.11,0.07,0.18,0.11,0,0,5,0
1043,Papu Gómez,ar ARG,"FW,MF",Sevilla,es La Liga,34,1988,19,11,"1,065",11.8,0.08,0.08,0.17,0.08,0,0,4,0
1044,Sergi Gómez,es ESP,DF,Espanyol,es La Liga,30,1992,29,26,"2,339",26.0,0.00,0.00,0.00,0.00,0,0,1,2
1045,Sergio Gómez,es ESP,"DF,MF",Manchester City,eng Premier League,21,2000,12,2,349,3.9,0.00,0.26,0.26,0.00,0,0,0,0
1046,Antonio Gomis,es ESP,GK,Atlético Madrid,es La Liga,19,2003,1,0,6,0.1,0.00,0.00,0.00,0.00,0,0,0,0
1047,Maxime Gonalons,fr FRA,MF,Clermont Foot,fr Ligue 1,33,1989,25,19,"1,449",16.1,0.06,0.00,0.06,0.06,0,0,3,0
1048,Diego González,es ESP,DF,Elche,es La Liga,27,1995,16,8,958,10.6,0.00,0.00,0.00,0.00,0,0,4,0
1049,Édgar González,es ESP,DF,Betis,es La Liga,25,1997,25,18,"1,772",19.7,0.00,0.00,0.00,0.00,0,0,8,2
1050,Giovanni González,uy URU,DF,Mallorca,es La Liga,27,1994,15,9,926,10.3,0.00,0.19,0.19,0.00,0,0,5,0
1051,Joan Gonzàlez,es ESP,MF,Lecce,it Serie A,20,2002,35,26,"2,197",24.4,0.04,0.12,0.16,0.04,0,0,8,0
1052,Nicolás González,ar ARG,"FW,MF",Fiorentina,it Serie A,24,1998,24,13,"1,354",15.0,0.40,0.07,0.47,0.27,2,2,3,0
1053,Nicolás González,es ESP,MF,Valencia,es La Liga,20,2002,26,18,"1,405",15.6,0.06,0.06,0.13,0.06,0,0,2,0
1054,Oumar Gonzalez,cm CMR,DF,Ajaccio,fr Ligue 1,24,1998,30,29,"2,578",28.6,0.00,0.00,0.00,0.00,0,0,10,0
1055,Roberto González,es ESP,"FW,MF",Betis,es La Liga,21,2001,2,0,54,0.6,0.00,0.00,0.00,0.00,0,0,1,0
1056,Jacek Góralski,pl POL,MF,Bochum,de Bundesliga,29,1992,4,2,146,1.6,0.00,0.00,0.00,0.00,0,0,0,0
1057,Anthony Gordon,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,21,2001,16,4,487,5.4,0.18,0.00,0.18,0.18,0,0,1,0
1058,Anthony Gordon,eng ENG,FW,Everton,eng Premier League,21,2001,16,12,"1,095",12.2,0.25,0.00,0.25,0.25,0,0,6,0
1059,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,27,1995,27,22,"1,728",19.2,0.16,0.10,0.26,0.16,0,0,5,0
1060,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,25,1996,27,19,"1,708",19.0,0.00,0.00,0.00,0.00,0,0,3,0
1061,Robin Gosens,de GER,DF,Inter,it Serie A,28,1994,32,11,"1,184",13.2,0.23,0.00,0.23,0.23,0,0,2,0
1062,Mario Götze,de GER,MF,Eint Frankfurt,de Bundesliga,30,1992,32,32,"2,740",30.4,0.10,0.03,0.13,0.10,0,0,6,0
1063,Amine Gouiri,fr FRA,"FW,MF",Nice,fr Ligue 1,22,2000,3,3,226,2.5,0.00,0.00,0.00,0.00,0,0,0,0
1064,Amine Gouiri,fr FRA,"FW,MF",Rennes,fr Ligue 1,22,2000,33,29,"2,523",28.0,0.54,0.11,0.64,0.54,0,0,4,0
1065,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,31,1991,32,32,"2,795",31.1,0.00,0.03,0.03,0.00,0,0,12,0
1066,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,29,1992,33,33,"2,823",31.4,0.03,0.10,0.13,0.03,0,0,7,0
1067,José Gragera,es ESP,"MF,DF",Espanyol,es La Liga,21,2000,9,5,460,5.1,0.20,0.00,0.20,0.20,0,0,2,0
1068,Alberto Grassi,it ITA,MF,Empoli,it Serie A,27,1995,25,14,"1,194",13.3,0.00,0.00,0.00,0.00,0,0,3,0
1069,Ryan Gravenberch,nl NED,MF,Bayern Munich,de Bundesliga,20,2002,24,3,576,6.4,0.00,0.00,0.00,0.00,0,0,1,0
1070,Andrew Gravillon,gp GLP,DF,Torino,it Serie A,24,1998,7,4,312,3.5,0.00,0.00,0.00,0.00,0,0,2,0
1071,Andrew Gravillon,gp GLP,DF,Reims,fr Ligue 1,24,1998,13,12,"1,038",11.5,0.00,0.00,0.00,0.00,0,0,3,0
1072,Demarai Gray,jm JAM,"FW,MF",Everton,eng Premier League,26,1996,33,27,"2,507",27.9,0.14,0.04,0.18,0.07,2,2,3,0
1073,Adrian Grbić,at AUT,"MF,FW",Lorient,fr Ligue 1,25,1996,2,0,25,0.3,0.00,0.00,0.00,0.00,0,0,0,0
1074,Ivo Grbić,hr CRO,GK,Atlético Madrid,es La Liga,26,1996,12,10,922,10.2,0.00,0.00,0.00,0.00,0,0,3,0
1075,Jack Grealish,eng ENG,FW,Manchester City,eng Premier League,26,1995,28,23,"2,055",22.8,0.22,0.31,0.53,0.22,0,0,4,0
1076,Sam Greenwood,eng ENG,"MF,FW",Leeds United,eng Premier League,20,2002,18,3,424,4.7,0.21,0.42,0.64,0.21,0,0,1,0
1077,Michael Gregoritsch,at AUT,FW,Freiburg,de Bundesliga,28,1994,30,27,"2,150",23.9,0.42,0.17,0.59,0.42,0,0,6,0
1078,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,25,1997,1,1,90,1.0,0.00,0.00,0.00,0.00,0,0,0,0
1079,Leo Greiml,at AUT,DF,Schalke 04,de Bundesliga,21,2001,7,3,358,4.0,0.00,0.00,0.00,0.00,0,0,2,0
1080,Clément Grenier,fr FRA,MF,Mallorca,es La Liga,31,1991,21,6,718,8.0,0.00,0.00,0.00,0.00,0,0,7,0
1081,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,31,1991,38,31,"2,859",31.8,0.47,0.50,0.98,0.47,0,0,2,0
1082,Vincenzo Grifo,it ITA,"MF,FW",Freiburg,de Bundesliga,29,1993,33,30,"2,408",26.8,0.56,0.19,0.75,0.30,7,8,2,0
1083,Lennart Grill,de GER,GK,Union Berlin,de Bundesliga,23,1999,5,5,450,5.0,0.00,0.00,0.00,0.00,0,0,0,0
1084,Christian Groß,de GER,MF,Werder Bremen,de Bundesliga,33,1989,26,23,"1,886",21.0,0.05,0.05,0.10,0.05,0,0,4,0
1085,Pascal Groß,de GER,"MF,DF",Brighton,eng Premier League,31,1991,37,37,"3,239",36.0,0.25,0.22,0.47,0.25,0,0,6,0
1086,Brajan Gruda,de GER,MF,Mainz 05,de Bundesliga,18,2004,2,0,4,0.0,0.00,0.00,0.00,0.00,0,0,0,0
1087,Ilia Gruev,bg BUL,MF,Werder Bremen,de Bundesliga,22,2000,31,18,"1,584",17.6,0.00,0.00,0.00,0.00,0,0,2,0
1088,Carlos Gruezo,ec ECU,MF,Augsburg,de Bundesliga,27,1995,13,12,961,10.7,0.00,0.00,0.00,0.00,0,0,5,0
1089,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,35,1987,27,27,"2,430",27.0,0.00,0.00,0.00,0.00,0,0,1,0
1090,Andrés Guardado,mx MEX,MF,Betis,es La Liga,35,1986,26,16,"1,373",15.3,0.07,0.07,0.13,0.07,0,0,7,0
1091,Sergi Guardiola,es ESP,FW,Valladolid,es La Liga,31,1991,14,8,502,5.6,0.00,0.00,0.00,0.00,0,0,1,0
1092,Sergi Guardiola,es ESP,FW,Cádiz,es La Liga,31,1991,17,14,"1,165",12.9,0.23,0.00,0.23,0.23,0,0,2,0
1093,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,es La Liga,30,1991,34,31,"2,779",30.9,0.10,0.03,0.13,0.10,0,0,8,0
1094,Gabriel Gudmundsson,se SWE,"DF,FW",Lille,fr Ligue 1,23,1999,18,9,838,9.3,0.00,0.00,0.00,0.00,0,0,3,0
1095,Gonçalo Guedes,pt POR,"FW,MF",Wolves,eng Premier League,25,1996,13,8,707,7.9,0.13,0.13,0.25,0.13,0,0,1,0
1096,Axel Gueguin,fr FRA,"FW,MF",Montpellier,fr Ligue 1,17,2005,5,0,24,0.3,0.00,0.00,0.00,0.00,0,0,0,0
1097,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,22,2000,37,37,"3,329",37.0,0.03,0.00,0.03,0.03,0,0,8,0
1098,Mattéo Guendouzi,fr FRA,MF,Marseille,fr Ligue 1,23,1999,33,25,"2,108",23.4,0.09,0.17,0.26,0.04,1,1,3,0
1099,Javier Guerra,es ESP,MF,Valencia,es La Liga,19,2003,10,6,605,6.7,0.15,0.00,0.15,0.15,0,0,0,0
1100,Raphaël Guerreiro,pt POR,"DF,MF",Dortmund,de Bundesliga,28,1993,27,26,"2,290",25.4,0.16,0.47,0.63,0.16,0,0,4,0
1101,Axel Guessand,fr FRA,DF,Udinese,it Serie A,17,2004,1,1,79,0.9,0.00,0.00,0.00,0.00,0,0,0,0
1102,Evann Guessand,fr FRA,"FW,MF",Nantes,fr Ligue 1,21,2001,30,15,"1,260",14.0,0.21,0.14,0.36,0.21,0,0,2,0
1103,Ander Guevara,es ESP,MF,Real Sociedad,es La Liga,25,1997,8,2,221,2.5,0.00,0.00,0.00,0.00,0,0,2,0
1104,Pape Gueye,sn SEN,MF,Sevilla,es La Liga,23,1999,16,15,"1,171",13.0,0.08,0.23,0.31,0.08,0,0,6,3
1105,Pape Gueye,sn SEN,"MF,DF",Marseille,fr Ligue 1,23,1999,14,4,492,5.5,0.18,0.18,0.37,0.18,0,0,1,0
1106,Josuha Guilavogui,fr FRA,"DF,MF",Wolfsburg,de Bundesliga,31,1990,23,11,"1,180",13.1,0.08,0.00,0.08,0.08,0,0,4,0
1107,Frederic Guilbert,fr FRA,DF,Strasbourg,fr Ligue 1,27,1994,18,17,"1,461",16.2,0.00,0.06,0.06,0.00,0,0,3,0
1108,Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,24,1997,32,32,"2,726",30.3,0.13,0.17,0.30,0.13,0,0,7,0
1109,Serhou Guirassy,gn GUI,MF,Rennes,fr Ligue 1,26,1996,1,0,23,0.3,0.00,0.00,0.00,0.00,0,0,0,0
1110,Serhou Guirassy,gn GUI,FW,Stuttgart,de Bundesliga,26,1996,22,20,"1,646",18.3,0.60,0.00,0.60,0.49,2,2,4,1
1111,Rafik Guitane,fr FRA,FW,Reims,fr Ligue 1,23,1999,1,0,3,0.0,0.00,0.00,0.00,0.00,0,0,0,0
1112,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,32,1990,6,6,540,6.0,0.00,0.00,0.00,0.00,0,0,0,0
1113,Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,31,1991,15,8,643,7.1,0.14,0.00,0.14,0.14,0,0,2,0
1114,Gerard Gumbau,es ESP,MF,Elche,es La Liga,27,1994,35,31,"2,737",30.4,0.03,0.20,0.23,0.03,0,0,11,0
1115,Robert Gumny,pl POL,DF,Augsburg,de Bundesliga,24,1998,29,23,"2,015",22.4,0.04,0.09,0.13,0.04,0,0,5,1
1116,İlkay Gündoğan,de GER,MF,Manchester City,eng Premier League,31,1990,31,27,"2,353",26.1,0.31,0.15,0.46,0.31,0,1,0,0
1117,Christian Günter,de GER,"DF,MF",Freiburg,de Bundesliga,29,1993,33,31,"2,748",30.5,0.03,0.13,0.16,0.03,0,0,5,0
1118,Koray Günter,de GER,DF,Hellas Verona,it Serie A,27,1994,13,11,"1,003",11.1,0.09,0.00,0.09,0.09,0,0,3,0
1119,Koray Günter,de GER,DF,Sampdoria,it Serie A,27,1994,10,8,776,8.6,0.00,0.00,0.00,0.00,0,0,2,0
1120,Gorka Guruzeta,es ESP,FW,Athletic Club,es La Liga,25,1996,30,17,"1,421",15.8,0.38,0.06,0.44,0.38,0,0,2,0
1121,Malo Gusto,fr FRA,DF,Lyon,fr Ligue 1,19,2003,21,19,"1,595",17.7,0.00,0.06,0.06,0.00,0,0,1,0
1122,Raúl Guti,es ESP,MF,Elche,es La Liga,25,1996,28,12,"1,117",12.4,0.00,0.00,0.00,0.00,0,0,1,0
1123,Miguel Gutiérrez,es ESP,DF,Girona,es La Liga,21,2001,34,27,"2,390",26.6,0.08,0.11,0.19,0.08,0,0,6,0
1124,Joško Gvardiol,hr CRO,DF,RB Leipzig,de Bundesliga,20,2002,30,24,"2,170",24.1,0.04,0.00,0.04,0.04,0,0,2,0
1125,Darko Gyabi,eng ENG,FW,Leeds United,eng Premier League,18,2004,1,0,8,0.1,0.00,0.00,0.00,0.00,0,0,0,0
1126,Emmanuel Gyasi,gh GHA,"FW,DF",Spezia,it Serie A,28,1994,35,35,"2,810",31.2,0.06,0.00,0.06,0.06,0,0,10,0
1127,Norbert Gyömbér,sk SVK,DF,Salernitana,it Serie A,30,1992,27,23,"1,740",19.3,0.00,0.05,0.05,0.00,0,0,5,0
1128,Christian Gytkjær,dk DEN,"FW,MF",Monza,it Serie A,32,1990,22,3,559,6.2,0.16,0.00,0.16,0.16,0,1,0,0
1129,Erling Haaland,no NOR,FW,Manchester City,eng Premier League,22,2000,35,33,"2,769",30.8,1.17,0.26,1.43,0.94,7,7,5,0
1130,Nicolas Haas,ch SUI,MF,Empoli,it Serie A,26,1996,24,12,"1,156",12.8,0.08,0.08,0.16,0.08,0,0,2,0
1131,Janik Haberer,de GER,MF,Union Berlin,de Bundesliga,28,1994,32,30,"2,187",24.3,0.21,0.04,0.25,0.21,0,0,1,0
1132,Alexander Hack,de GER,DF,Mainz 05,de Bundesliga,28,1993,19,14,"1,132",12.6,0.00,0.00,0.00,0.00,0,0,2,1
1133,Munir El Haddadi,ma MAR,"MF,FW",Getafe,es La Liga,26,1995,28,10,"1,150",12.8,0.23,0.08,0.31,0.23,0,0,4,0
1134,Jaouen Hadjam,dz ALG,DF,Nantes,fr Ligue 1,19,2003,13,8,805,8.9,0.00,0.11,0.11,0.00,0,0,1,0
1135,Dennis Hadzikadunic,ba BIH,DF,Mallorca,es La Liga,24,1998,8,7,614,6.8,0.00,0.00,0.00,0.00,0,0,1,0
1136,André Hahn,de GER,"FW,MF",Augsburg,de Bundesliga,31,1990,7,4,391,4.3,0.46,0.00,0.46,0.46,0,0,1,0
1137,Amadou Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,24,1998,31,15,"1,430",15.9,0.13,0.06,0.19,0.13,0,0,7,0
1138,Massadio Haïdara,ml MLI,"DF,MF",Lens,fr Ligue 1,29,1992,36,17,"1,671",18.6,0.00,0.05,0.05,0.00,0,0,5,0
1139,Achraf Hakimi,ma MAR,"DF,MF",Paris S-G,fr Ligue 1,23,1998,28,23,"2,053",22.8,0.22,0.13,0.35,0.22,0,0,7,2
1140,Lewis Hall,eng ENG,DF,Chelsea,eng Premier League,17,2004,9,8,654,7.3,0.00,0.00,0.00,0.00,0,0,1,0
1141,Sébastien Haller,ci CIV,FW,Dortmund,de Bundesliga,28,1994,19,15,"1,225",13.6,0.66,0.22,0.88,0.66,0,1,1,0
1142,Marcel Halstenberg,de GER,DF,RB Leipzig,de Bundesliga,30,1991,31,17,"1,557",17.3,0.06,0.06,0.12,0.06,0,0,2,0
1143,Mathis Hamdi,fr FRA,DF,Troyes,fr Ligue 1,18,2003,2,0,69,0.8,0.00,0.00,0.00,0.00,0,0,0,0
1144,Ben Hamed Touré,ci CIV,FW,Ajaccio,fr Ligue 1,18,2003,4,2,209,2.3,0.00,0.00,0.00,0.00,0,0,0,0
1145,Romain Hamouma,fr FRA,"FW,MF",Ajaccio,fr Ligue 1,35,1987,19,14,"1,079",12.0,0.17,0.17,0.33,0.17,0,0,5,2
1146,Saïd Hamulic,ba BIH,FW,Toulouse,fr Ligue 1,21,2000,6,0,104,1.2,0.00,0.00,0.00,0.00,0,0,1,0
1147,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,de Bundesliga,25,1997,17,17,"1,497",16.6,0.06,0.18,0.24,0.06,0,0,5,0
1148,Samir Handanović,si SVN,GK,Inter,it Serie A,38,1984,14,14,"1,234",13.7,0.00,0.00,0.00,0.00,0,0,0,0
1149,Genki Haraguchi,jp JPN,MF,Stuttgart,de Bundesliga,31,1991,11,9,748,8.3,0.00,0.24,0.24,0.00,0,0,1,0
1150,Genki Haraguchi,jp JPN,MF,Union Berlin,de Bundesliga,31,1991,11,6,498,5.5,0.00,0.00,0.00,0.00,0,0,0,0
1151,Amine Harit,ma MAR,"MF,FW",Marseille,fr Ligue 1,25,1997,10,6,515,5.7,0.00,0.00,0.00,0.00,0,0,1,0
1152,Luke Harris,wls WAL,"MF,FW",Fulham,eng Premier League,17,2005,3,0,13,0.1,0.00,0.00,0.00,0.00,0,0,0,0
1153,Jack Harrison,eng ENG,"FW,MF",Leeds United,eng Premier League,25,1996,36,34,"2,708",30.1,0.17,0.23,0.40,0.17,0,0,2,0
1154,Abdou Harroui,nl NED,MF,Sassuolo,it Serie A,24,1998,23,5,647,7.2,0.28,0.00,0.28,0.28,0,0,2,0
1155,Makoto Hasebe,jp JPN,DF,Eint Frankfurt,de Bundesliga,38,1984,18,15,"1,306",14.5,0.00,0.00,0.00,0.00,0,0,1,0
1156,Haissem Hassan,fr FRA,"FW,MF",Villarreal,es La Liga,20,2002,2,0,52,0.6,0.00,0.00,0.00,0.00,0,0,0,0
1157,Hans Hateboer,nl NED,DF,Atalanta,it Serie A,28,1994,17,17,"1,397",15.5,0.06,0.06,0.13,0.06,0,0,7,0
1158,Kai Havertz,de GER,"FW,MF",Chelsea,eng Premier League,23,1999,35,30,"2,569",28.5,0.25,0.04,0.28,0.21,1,1,5,0
1159,Eden Hazard,be BEL,FW,Real Madrid,es La Liga,31,1991,6,2,196,2.2,0.00,0.46,0.46,0.00,0,1,0,0
1160,Thorgan Hazard,be BEL,"FW,DF",Dortmund,de Bundesliga,29,1993,14,2,464,5.2,0.00,0.00,0.00,0.00,0,0,1,0
1161,Rhys Healey,wls WAL,FW,Toulouse,fr Ligue 1,27,1994,4,0,64,0.7,2.81,0.00,2.81,2.81,0,0,1,0
1162,Jan Paul van Hecke,nl NED,DF,Brighton,eng Premier League,22,2000,8,3,295,3.3,0.00,0.00,0.00,0.00,0,0,2,0
1163,Jonas Hector,de GER,DF,Köln,de Bundesliga,32,1990,32,32,"2,824",31.4,0.00,0.06,0.06,0.00,0,0,3,0
1164,Hwang Hee-chan,kr KOR,"FW,MF",Wolves,eng Premier League,26,1996,27,12,"1,130",12.6,0.24,0.08,0.32,0.24,0,0,1,0
1165,Gauthier Hein,fr FRA,"MF,FW",Auxerre,fr Ligue 1,25,1996,35,23,"1,874",20.8,0.10,0.00,0.10,0.10,0,0,1,0
